bookid,author,title
6175,Darren Shan,"The Lake of Souls (Cirque Du Freak, #10)"
6176,A. Meredith Walters,Find You in the Dark
6177,Erica Bauermeister,The School of Essential Ingredients
6178,Amy A. Bartol,
6179,Bernard Cornwell,Azincourt 
6180,Roddy Doyle,Paddy Clarke Ha Ha Ha
6181,Anne Tyler,Dinner at the Homesick Restaurant
6182,V.C. Andrews,Heaven
6183,Jenny Nimmo,"Charlie Bone and the Hidden King (The Children of the Red King, # 5)"
6184,Martin Amis,Money
6185,John Sandford,Secret Prey
6186,"Chris Ryall, Gabriel Rodríguez, Clive Barker",Clive Barker's The Great and Secret Show: Volume 1 (Clive Barker's the Great and Secret Show)
6187,Arthur Conan Doyle,His Last Bow: Some Reminiscences of Sherlock Holmes
6188,"Brian Herbert, Kevin J. Anderson",Dune: House Atreides
6189,Diana Wynne Jones,Charmed Life 
6190,Charles Dickens,The Posthumous Papers of the Pickwick Club
6191,Joseph O'Neill,Netherland
6192,Steve Berry,The Romanov Prophecy
6193,Larissa Ione,Ecstasy Unveiled
6194,Alan Bennett,The Uncommon Reader 
6195,"Franz Kafka, بهرام مقدادی",Amerika
6196,"Steve Niles, Ben Templesmith",30 Days of Night
6197,Erin Hunter,Sunset
6198,"يوسف زيدان, Youssef Ziedan",النبطي
6199,Hillary Jordan,When She Woke
6200,Sidney Sheldon,The Naked Face
6201,Meg Cabot,Princess in Training
6202,"Christopher Hitchens, Titus Lucretius Carus, Omar Khayyám, Thomas Hobbes, Baruch Spinoza, David Hume, James Boswell, Percy Bysshe Shelley, George Eliot, Charles Darwin, Leslie Stephen, Anatole France, Mark Twain, Joseph Conrad, Thomas Hardy, Emma Goldman, H.P. Lovecraft, Carl Van Doren, H.L. Mencken, Sigmund Freud, Albert Einstein, George Orwell, John Betjeman, Chapman Cohen, Bertrand Russell, Philip Larkin, Martin Gardner, Carl Sagan, John Updike, John Leslie Mackie, Michael Shermer, A.J. Ayer, Daniel C. Dennett, Charles Templeton, Richard Dawkins, Victor J. Stenger, Elizabeth S.  Anderson, Penn Jillette, Ian McEwan, Steven Weinberg, Salman Rushdie, Ibn Warraq, Sam Harris, A.C. Grayling, Ayaan Hirsi Ali, John Stuart Mill, Karl Marx",The Portable Atheist: Essential Readings for the Non-believer
6203,Larissa Ione,Sin Undone
6204,Fritjof Capra,The Tao of Physics: An Exploration of the Parallels Between Modern Physics and Eastern Mysticism
6205,Madeline Sheehan,
6206,Kathryn Croft,The Girl With No Past
6207,Jeff VanderMeer,Acceptance
6208,Kristen Ashley,Lady Luck
6209,Elizabeth Eulberg,The Lonely Hearts Club
6210,Julie Garwood,Ransom
6211,Agatha Christie,The Big Four
6212,Agatha Christie,Peril at End House
6213,Renée Knight,Disclaimer
6214,Veronica Roth,
6215,"Umberto Eco, Richard Dixon",Il cimitero di Praga
6216,Yann Martel,Beatrice and Virgil
6217,Hiroyuki Takei,シャーマンキング 1
6218,Robert Jordan,"Eye of the World (The Wheel of Time, #1-1)"
6219,Michio Kaku,"Hyperspace: A Scientific Odyssey Through Parallel Universes, Time Warps, and the Tenth Dimension"
6220,Steven Pinker,How the Mind Works
6221,Bella Forrest,
6222,Karen Kingsbury,Leaving
6223,Ian Fleming,Live and Let Die
6224,Kate Egan,
6225,"John Stuart Mill, George Sher",Utilitarianism
6226,Andrew  Smith,Winger
6227,Mitch Albom,The Magic Strings of Frankie Presto
6228,Robin Hobb,Fool's Quest
6229,Jack Finney,The Body Snatchers
6230,Melvin Burgess,Junk
6231,"Bill O'Reilly, Martin Dugard",Killing Patton: The Strange Death of World War II's Most Audacious General
6232,"Keigo Higashino, Alexander O. Smith",容疑者Xの献身 [Yōgisha X no kenshin]
6233,Jenny Nimmo,Charlie Bone and the Time Twister 
6234,Irvine Welsh,Porno
6235,Jenny Nimmo,"Charlie Bone and the Invisible Boy (The Children of the Red King, # 3)"
6236,Hugh Howey,First Shift: Legacy
6237,"James Patterson, Michael Ledwidge",Worst Case
6238,Daniel Silva,The Unlikely Spy
6239,Ellen Schreiber,"Royal Blood (Vampire Kisses, #6)"
6240,Neale Donald Walsch,"Conversations with God, an uncommon dialogue, book 3"
6241,Patti Smith,M Train
6242,Louise Erdrich,Love Medicine
6243,Brad Meltzer,The Inner Circle
6244,Jessica Day George,"Dragon Slippers (Dragon Slippers, #1)"
6245,Carrie Fisher,The Princess Diarist
6246,Steven Erikson,The Crippled God
6247,Rachel Renée Russell,Tales From a Not-So-Graceful Ice Princess
6248,Lisa McMann,Gone 
6249,"Brian K. Vaughan, Niko Henrichon",Pride of Baghdad
6250,Michel Houellebecq,Soumission 
6251,Jon Krakauer,Eiger Dreams: Ventures Among Men and Mountains
6252,Richard K. Morgan,Woken Furies
6253,Amish Tripathi,
6254,Gail Carriger,Blameless
6255,Jenny McCarthy,Belly Laughs: The Naked Truth About Pregnancy and Childbirth
6256,Clive Barker,Imajica
6257,William Zinsser,On Writing Well: The Classic Guide to Writing Nonfiction
6258,Thomas A. Harris,I'm OK-You're OK
6259,Mario Puzo,The Sicilian
6260,Patricia Briggs,Fire Touched
6261,Maeve Binchy,The Copper Beech
6262,"Jane Werner Watson, Corinne Malvern",Frosty the Snow Man
6263,S.A. Bodeen,The Compound
6264,James A. Michener,The Covenant
6265,Boris Vian,L’écume des jours
6266,Kimberly Derting,The Pledge
6267,Nora Roberts,The Villa
6268,Kimberly Lauren,
6269,Christine Feehan,Dark Desire
6270,Dan Wells,Fragments
6271,Sarah MacLean,A Rogue by Any Other Name
6272,Martin Heidegger,Sein und Zeit
6273,Ernest Hemingway,In Our Time
6274,Jonathan Kozol,Savage Inequalities: Children in America's Schools
6275,Charlie Higson,The Enemy
6276,Jeffrey Archer,As The Crow Flies
6277,Jeffery Deaver,The Empty Chair 
6278,Daphne du Maurier,Jamaica Inn
6279,Kenneth Oppel,Airborn
6280,Thomas Tryon,
6281,Daniel Silva,The English Spy
6282,"Colin Meloy, Carson Ellis",Wildwood
6283,Ian McEwan,The Cement Garden
6284,"Margaret Weis, Tracy Hickman",Serpent Mage
6285,Daniel Tammet,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant
6286,Rachel Van Dyken,The Bet
6287,Conor Grennan,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal
6288,Kaui Hart Hemmings,The Descendants
6289,Colleen Hoover,
6290,"Natsumi Ando, Miyuki Kobayashi",Kitchen no Ohimesama
6291,Irving Stone,Lust for Life: A Novel of Vincent Van Gogh
6292,Faith Hunter,Skinwalker
6293,Mary Kay Andrews,Hissy Fit
6294,"James Patterson, Mark T. Sullivan",Private Games 
6295,Craig Johnson,The Cold Dish
6296,Sherwood Smith,Crown Duel 
6297,"Victoria Kann, Elizabeth Kann",Pinkalicious
6298,"Pablo Neruda, Ilan Stavans",The Poetry of Pablo Neruda
6299,Tracy Chevalier,Falling Angels
6300,Madeleine Wickham,Sleeping Arrangements
6301,Ilsa J. Bick,Monsters
6302,"Jane Austen, Robert William Chapman",Lady Susan
6303,Tillie Cole,
6304,Mary Higgins Clark,Remember Me 
6305,"Julee Rosso, Sheila Lukins, Michael McLaughlin","The Silver Palate Cookbook: Delicious Recipes, Menus, Tips, Lore From Manhattan's Celebrated  Gourmet  Food Shop."
6306,Sidney Sheldon,Memories of Midnight
6307,Keri Hulme,The Bone People
6308,"Michelle Paver, Geoff Taylor",Wolf Brother
6309,Brian  McClellan,The Crimson Campaign
6310,Gavin Extence,The Universe Versus Alex Woods
6311,Marguerite Henry,"Stormy, Misty's Foal"
6312,"Tsugumi Ohba, Takeshi Obata, Diana Hammermeister",バクマン。 1
6313,Susan Elizabeth Phillips,"Heaven, Texas"
6314,Agatha Christie,The Murder on the Links
6315,J.G. Ballard,High-Rise
6316,"Friedrich Nietzsche, H.L. Mencken",Der Antichrist
6317,Lawrence Wright,The Looming Tower: Al-Qaeda and the Road to 9/11
6318,Robert A. Heinlein,The Cat Who Walks through Walls
6319,"K.R. Dwyer, Dean Koontz",Shattered
6320,Charles Bukowski,Hollywood
6321,Jeff Lindsay,Dexter by Design
6322,John Irving,A Son of the Circus
6323,Stephen King,
6324,Sidney Sheldon,"Morning, Noon & Night"
6325,J.D. Robb,Memory in Death 
6326,Virginia Woolf,The Waves
6327,Jeffrey Toobin,The Nine: Inside the Secret World of the Supreme Court
6328,Sarah Jio,The Violets of March
6329,"Kyung-Sook Shin, 신경숙, Chi-Young Kim",엄마를 부탁해
6330,David Eddings,The Shining Ones
6331,"Brian Michael Bendis, Olivier Coipel, Tim Townsend, Rick Magyar, John Dell, Scott Hanna, Frank D'Armata, Chris Eliopoulos, James Taveras, Omar Otieku, Tom Valente, Esad Ribic",House of M
6332,Heather Brewer,Tenth Grade Bleeds
6333,Leon Uris,Trinity: A Novel of Ireland
6334,Dr. Seuss,The Cat in the Hat Comes Back
6335,Peter Carey,Oscar and Lucinda
6336,Alexander McCall Smith,The Good Husband of Zebra Drive
6337,"Booker T. Washington, Ishmael Reed",Up from Slavery
6338,Daniel Silva,The Secret Servant
6339,Laura Kaye,Hearts In Darkness
6340,Lois McMaster Bujold,Shards of Honor
6341,"René Goscinny, Albert Uderzo, Anthea Bell, Derek Hockridge",Astérix le Gaulois
6342,Jan Karon,"A Light in the Window (The Mitford Years, #2)"
6343,Jessica Sorensen,The Forever of Ella and Micha
6344,Lisa Gardner,Say Goodbye
6345,Gertrude Crampton,Scuffy the Tugboat and His Adventures Down the River
6346,Erin Hunter,Dawn
6347,Mercer Mayer,Just Me and My Dad (Look-Look)
6348,Robert Fulghum,All I Really Need To Know I Learned in Kindergarten
6349,Matthew Reilly,Temple
6350,"Dave Barry, Ridley Pearson, Greg Call",Peter and the Secret of Rundoon
6351,Sarah Macdonald,Holy Cow: An Indian Adventure
6352,Tess Gerritsen,Last to Die
6353,China Miéville,Kraken: An Anatomy
6354,Jean-Paul Sartre,Le Mur
6355,Lisa Jewell,The House We Grew Up In
6356,George R.R. Martin,A Dance With Dragons: Part 1 Dreams and Dust
6357,Brad Thor,Full Black
6358,Helen Bryan,
6359,Enid Blyton,Five on a Treasure Island 
6360,Elin Hilderbrand,Summer People
6361,Bill Watterson,There's Treasure Everywhere: A Calvin and Hobbes Collection
6362,"Yoko Kamio, 神尾葉子",花より男子 1
6363,Steven Levy,"In the Plex: How Google Thinks, Works, and Shapes Our Lives"
6364,Kazuo Ishiguro,When We Were Orphans
6365,Linda Kage,
6366,David Small,Stitches: A Memoir
6367,Ellis Avery,The Last Nude
6368,Tamora Pierce,Daja's Book
6369,Anne McCaffrey,All the Weyrs of Pern
6370,Jamie McGuire,Beautiful Sacrifice
6371,Naomi Novik,Black Powder War
6372,Julie Garwood,Heartbreaker
6373,David Shannon,
6374,Tamora Pierce,Briar's Book
6375,Colleen McCullough,The First Man in Rome
6376,John Connolly,Every Dead Thing
6377,Daniel Silva,The Confessor
6378,"Tomoko Hayakawa, David Ury",ヤマトナデシコ七変化
6379,"Robert Kirkman, Jay Bonansinga",The Walking Dead: Rise of the Governor
6380,R.A. Salvatore,The Thousand Orcs (Hunter's Blades #1)
6381,Anna Quindlen,Miller's Valley
6382,Jerzy Kosiński,
6383,Maeve Binchy,The Glass Lake
6384,Jonathan Haidt,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom
6385,Edgar Allan Poe,The Masque of the Red Death
6386,Peter F. Hamilton,The Evolutionary Void
6387,L.J. Smith,The Forbidden Game
6388,Elizabeth Scott,Perfect You
6389,Toni Morrison,Jazz
6390,Benjamin Hoff,
6391,Cecily von Ziegesar,You're the one that I want
6392,"Ilya Ilf, Eugene Petrov, Maurice Friedberg, John H.C. Richardson",Двенадцать стульев
6393,"Jack Canfield, Mark Victor Hansen, Kimberly Kirberger",Chicken Soup for the Teenage Soul (Chicken Soup for the Soul)
6394,Megan Abbott,The Fever
6395,Eric Carle,The Very Quiet Cricket
6396,Alison Croggon,The Gift
6397,Simon R. Green,Something from the Nightside
6398,Thomas J. Stanley,
6399,Sidney Sheldon,The Stars Shine Down
6400,"The Beatles, Paul McCartney, Ringo Starr, John Lennon, George Harrison",The Beatles Anthology
6401,"Christopher  Ryan, Cacilda Jethá",Sex at Dawn: The Prehistoric Origins of Modern Sexuality
6402,Cecily von Ziegesar,You Know You Love Me
6403,"Annette Pollert, L.J. Smith",Night World: The Ultimate Fan Guide.
6404,Vera B. Williams,A Chair for My Mother 
6405,Iain Banks,The Crow Road
6406,Jonathan Tropper,The Book of Joe
6407,"Margaret Weis, Tracy Hickman",Dragonlance Chronicles: Dragons of Autumn Twilight/Dragons of Winter Night/Dragons of Spring Dawning (Collectors Edition)
6408,Kiyoko Arai,ビューティーポップ 1 [Byūtī poppu 1]
6409,Eric Carle,From Head to Toe
6410,Joshua Harris,Boy Meets Girl: Say Hello to Courtship
6411,"Bill Willingham, Mark Buckingham, David Hahn, Steve Leialoha","Fables, Volume 6: Homelands"
6412,Whitney G.,Reasonable Doubt
6413,Marilynne Robinson,Home
6414,Jen Hatmaker,For the Love: Fighting for Grace in a World of Impossible Standards
6415,J. Sterling,
6416,Christina Lauren,Sweet Filthy Boy 
6417,William Shakespeare,The Winter's Tale
6418,Peter F. Hamilton,The Temporal Void
6419,"Matt Fraction, Chip Zdarsky","Sex Criminals, Volume One: One Weird Trick"
6420,"Tim LaHaye, Jerry B. Jenkins",The Rising : Antichrist is Born : Before They Were Left Behind
6421,Lauren Kate,Teardrop
6422,Patricia Cornwell,The Scarpetta Factor 
6423,Marie Rutkoski,The Winner's Kiss
6424,R.K. Lilley,
6425,Sharon Kay Penman,Here be Dragons
6426,"Byron Katie, Stephen Mitchell",Loving What Is: Four Questions That Can Change Your Life
6427,"Sid Fleischman, Peter Sís",The Whipping Boy
6428,"J.K. Rowling, MinaLima","Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies"
6429,Carolyn Keene,"Nancy Drew Complete Series Set, Books 1-64"
6430,"George Bernard Shaw, John A. Bertolini",Pygmalion and Three Other Plays
6431,Drew Karpyshyn,
6432,Elizabeth  Hall,
6433,Brigid Kemmerer,Storm
6434,Maureen Johnson,The Last Little Blue Envelope
6435,Richard Rhodes,The Making of the Atomic Bomb
6436,Maeve Binchy,Minding Frankie
6437,Francine Rivers,Unveiled: Tamar (Lineage of Grace #1)
6438,Tony Kushner,
6439,Ken Follett,The Third Twin
6440,"Brian Herbert, Kevin J. Anderson",Dune: The Butlerian Jihad
6441,Richard Koch,The 80/20 Principle: The Secret to Success by Achieving More with Less
6442,"William Blake, David V. Erdman, Harold Bloom",The Complete Poetry & Prose of William Blake
6443,Ian McEwan,Nutshell
6444,"Tsugumi Ohba, Takeshi Obata",デスノート #2 (Desu Nōto) Gōryū (合流)
6445,"Katsuhiro Otomo, Yoko Umezawa, Linda M. York, Jo Duffy",Akira 1
6446,Robert   Harris,Imperium
6447,Richard Ford,The Sportswriter
6448,Garth Nix,Grim Tuesday
6449,Julie Maroh,Le bleu est une couleur chaude
6450,Bill Bryson,The Road to Little Dribbling
6451,Susanna Kearsley,The Firebird
6452,"Tachibana Higuchi, 樋口 橘",学園アリス１
6453,William Least Heat-Moon,Blue Highways: A Journey into America
6454,Anne Tyler,Breathing Lessons
6455,Emily Dickinson,Selected Poems of Emily Dickinson
6456,"Robert Louis Stevenson, Jenny Davidson",The Strange Case of Dr. Jekyll and Mr. Hyde 
6457,Spencer W. Kimball,The Miracle of Forgiveness
6458,Anne Fortier,Juliet
6459,Gena Showalter,"The Darkest Secret (Lords of the Underworld, #7)"
6460,Toni Morrison,God Help the Child
6461,"Gerard Way, Gabriel Bá, Dave Stewart, Nate Piekos, Tony Ong","The Umbrella Academy, Vol 1: The Apocalypse Suite"
6462,Jennifer L. Armentrout,
6463,Jessica Livingston,Founders at Work: Stories of Startups' Early Days
6464,Lacey Weatherford,
6465,Scott Sigler,Infected
6466,Leila Sales,This Song Will Save Your Life
6467,Gloria Naylor,The Women of Brewster Place
6468,"G. Willow Wilson, Adrian Alphona, Jacob Wyatt","Ms. Marvel, Vol. 2: Generation Why"
6469,Elisabeth Elliot,Passion and Purity: Learning to Bring Your Love Life Under Christ's Control
6470,"Jenny Han, Siobhan Vivian",Burn for Burn
6471,David McCullough,The Greater Journey: Americans In Paris
6472,David Eddings,The Hidden City
6473,"Petra Durst-Benning, Samuel Willcocks",Die Glasbläserin
6474,Maggie Shipstead,Seating Arrangements
6475,David Foster Wallace,The Broom of the System
6476,Julie James,Practice Makes Perfect
6477,Patrick Carman,The Dark Hills Divide
6478,Tahereh Mafi,Fracture Me
6479,Megan Abbott,You Will Know Me
6480,Sharon Kay Penman,The Sunne in Splendour
6481,Tom Stoppard,Arcadia
6482,Scott Pratt,An Innocent Client
6483,Irving Shulman,West Side Story
6484,Anne McCaffrey,The MasterHarper of Pern
6485,Leonard Mlodinow,The Drunkard's Walk: How Randomness Rules Our Lives
6486,James Patterson,"Merry Christmas, Alex Cross"
6487,Steve Krug,Don't Make Me Think! A common sense approach to web usability
6488,Charlaine Harris,"Shakespeare's Landlord (Lily Bard, #1)"
6489,Jennifer L. Armentrout,Shadows
6490,Orson Scott Card,Pathfinder
6491,Lindy West,"Shrill: Women Are Funny, It's Okay to Be Fat, and Feminists Don't Have to Be Nice"
6492,Anne Bishop,Queen of the Darkness
6493,Harper Sloan,Axel
6494,Julie James,A Lot Like Love
6495,"Jim Kjelgaard, Carl Pfeuffer",Big Red
6496,Caleb Carr,The Angel of Darkness
6497,George R.R. Martin,A Dance With Dragons: Part 2 After The Feast
6498,Mercer Mayer,I Was So Mad (Look-Look)
6499,Arthur Conan Doyle,Sherlock Holmes : Silver Blaze
6500,Augusten Burroughs,Sellevision
6501,Agatha Christie,Crooked House
6502,T.H. White,The Sword in the Stone
6503,Jaclyn Moriarty,Finding Cassie Crazy
6504,Anne Rice,Prince Lestat
6505,L.M. Montgomery,The Blue Castle
6506,Cecelia Ahern,The Gift
6507,Dean Koontz,
6508,"Alan Moore, Stephen R. Bissette, John Totleben, Rick Veitch, Ramsey Campbell","The Saga of the Swamp Thing, Vol 20 - 27"
6509,Arthur C. Clarke,3001: The Final Odyssey
6510,Dennis Lehane,Prayers for Rain 
6511,Alyson Noel,
6512,Agatha Christie,The Mirror Crack'd from Side to Side
6513,Lara Adrian,Shades of Midnight
6514,Jan Brett,The Hat
6515,Kasie West,Pivot Point
6516,"Henning Mankell, Laurie Thompson",Hundarna i Riga
6517,Paolo Bacigalupi,The Water Knife
6518,Karl Weber,"Food Inc.: A Participant Guide: How Industrial Food is Making Us Sicker, Fatter, and Poorer-And What You Can Do About It"
6519,Catherine Coulter,The Cove
6520,Robert Crais,The Monkey's Raincoat
6521,Herman Wouk,The Caine Mutiny
6522,Becca Fitzpatrick,
6523,James Lee Burke,The neon rain
6524,"Thomas à Kempis, William Benham", De Imitatione Christi
6525,K.A. Linde,
6526,Kevin Henkes,Kitten's First Full Moon
6527,"Brian K. Vaughan, Fiona Staples","Saga, Volume Six"
6528,Debbie Macomber,A Good Yarn
6529,Richard Castle,Naked Heat
6530,William Shakespeare,
6531,L.J. Smith,
6532,R.L. Stine,Night of the Living Dummy
6533,Jeffrey Archer,Shall We Tell the President?
6534,Charlaine Harris,"Grave Secret (Harper Connelly, #4)"
6535,Peter Shaffer,Equus : a play
6536,Raymond E. Feist,"Shards of a Broken Crown (The Serpentwar Saga, #4)"
6537,"Chris Colfer, Brandon Dorman",The Enchantress Returns
6538,Charlie N. Holmberg,The Master Magician
6539,Dean Koontz,One Door Away from Heaven
6540,Lisa Kleypas,Love in the Afternoon
6541,"Joseph Delaney, Patrick  Arrasmith",Attack of the Fiend (The Last Apprentice #4)
6542,Jennifer Probst,The Marriage Trap
6543,"Sam Smith, Doug Grud",The Jordan Rules
6544,Michelle Moran,The Heretic Queen
6545,John Ortberg,"If You Want to Walk on Water, You've Got to Get Out of the Boat"
6546,Janice Y.K. Lee,The Piano Teacher
6547,Livia E. Bitton-Jackson,I Have Lived A Thousand Years: Growing Up In The Holocaust
6548,"Roy F. Baumeister, John Tierney",Willpower: Rediscovering the Greatest Human Strength
6549,Tami Hoag,Secrets to the Grave
6550,Caragh M. O'Brien,Prized
6551,Piers Anthony,With a Tangled Skein
6552,Anita Shreve,Body Surfing
6553,"Ford Madox Ford, Kenneth Womack, William Baker",The Good Soldier
6554,"Margaret Weis, Tracy Hickman",Into the Labyrinth
6555,J.L. Bourne,Day by Day Armageddon
6556,"Stan Berenstain, Jan Berenstain",
6557,"Robin Furth, Stephen King, Peter Straub, Tony Shasteen, Nei Ruffino",
6558,David Brin,Sundiver
6559,Stephen Fry,Moab Is My Washpot
6560,Meredith Wild,Hardline
6561,John Sandford,Eyes of Prey
